"文件","原行号","原入口","原中文","原英文","改写中文","改写英文","当前结论"
"apps/desktop/src/renderer/features/workspace/WorkspaceView.tsx","1777","","其他枚举升序规则","Other enum ascending order","其他字段的排序规则","Sort order for other fields","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/WorkspaceView.tsx","1800","","Coding Agent 运行阶段顺序","Coding Agent runtime stage order","AI 工作状态的排序","AI work status order","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","524","synchronizeActiveProjectConversationStatus","会话状态权威快照校准失败，将自动重试。","","暂时无法读取最新会话状态，正在重新连接。","The latest conversation status is unavailable. Reconnecting.","本轮后续已有调整；以入口清单最终值为准"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","2449","","Codex app-server 客户端不可用。","Codex app-server client is unavailable.","无法连接 Codex 服务。","The Codex service connection is unavailable.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","2794","message","登录等待超时，当前配置已保留。请重新点击“登录并继续”。","Sign-in timed out. Your configuration was preserved; choose “Sign in and continue” to try again.","登录未在限定时间内完成。请点击“登录并继续”重新登录。","Sign-in did not finish in time. Select Sign in and continue to sign in again.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","2958","","Codex app-server 客户端不可用。","Codex app-server client is unavailable.","无法连接 Codex 服务。","The Codex service connection is unavailable.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","2987","","会话已被服务端接受，但 Provider 尚未建立，当前状态不能安全自动重试。","The conversation was accepted, but the provider was not established and the current state cannot be retried safely.","对话还未连接到 AI 服务。为避免重复创建，Zeus 已暂停再次尝试。","The conversation has not connected to the AI service. Zeus has paused further attempts to avoid creating duplicates.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","2997","","直接目录已恢复，但 Provider 线程仍未建立。","The direct directory was restored, but the provider thread is still unavailable.","工作目录已可用，但对话仍未连接到 AI 服务。","The working folder is available, but the conversation has not connected to the AI service.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceDomainActions.tsx","3052","message","任务上下文已变化。当前内容已保留，请重新确认有效的上下文后重试。","Task context changed. Your content is preserved; review the valid context before retrying.","所选任务或关联内容已更新。请检查最新内容后再创建对话。","The selected task or related content has changed. Review the latest content before creating the conversation.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/useWorkspaceOperations.tsx","2150","","找不到已验收实施交付物对应的真实会话。","The accepted implementation deliverable has no source conversation.","找不到已验收交付物所属的对话。","The conversation associated with the accepted deliverable could not be found.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceFormatters.ts","188","riskTagLabels.zh-CN.schema_drift","Schema 漂移","Schema drift","数据结构已变化","Data structure changed","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceFormatters.ts","189","riskTagLabels.zh-CN.orphan_detected","孤儿会话","Orphan detected","运行连接已丢失","Run connection lost","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceSupport.tsx","499","content","实时会话仅显示最近约 4MB Runtime 输出；完整历史请查看 Runtime 日志。","","这里只显示最近约 4 MB 的运行输出。完整内容可在运行日志中查看。","Only the most recent 4 MB of output appears here. See the run logs for the complete history.","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","237","","跟随 Zeus 默认","","使用 Zeus 默认配置","Use Zeus defaults","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","412","","Zeus 本次结果、交互或附件回传失败，请查看桌面端连接日志。","","无法将本次结果或附件发送到 Telegram。请在 Zeus 桌面端查看详情。","The result or attachment could not be sent to Telegram. See the details in the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","456","","任务状态通知：${notification.title}","","任务状态：${notification.title}","Task status: ${notification.title}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","474","","${takeCodePoints(item.text, 3_200)}\n\n完整回复较长，已附上 Markdown 文件。","","${takeCodePoints(item.text, 3_200)}\n\n完整回复见随附的 Markdown 文件。","${takeCodePoints(item.text, 3_200)}\n\nThe full response is in the attached Markdown file.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","484","","${item.resourceFailures} 个会话资源未通过文件身份、授权根或大小校验，已失败关闭；请回到 Zeus 桌面端查看。","","${item.resourceFailures} 个附件因文件校验、访问权限或大小限制无法发送。请在 Zeus 桌面端查看详情。","${item.resourceFailures} attachments could not be sent because of file validation, access permissions, or size limits. See the details in the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","508","","问题结构无法安全解析，请回到 Zeus 桌面端处理。","","Telegram 无法显示这个问题。请在 Zeus 桌面端回答。","This question cannot be displayed in Telegram. Answer it in the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","512","","该输入包含敏感问题，Telegram 不接收答案，请回到 Zeus 桌面端处理。","","这个问题涉及敏感信息，请在 Zeus 桌面端回答，不要发送到 Telegram。","This question involves sensitive information. Answer it in the Zeus desktop app instead of sending it to Telegram.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","528","","远程审批未开启，请回到 Zeus 桌面端处理。","","尚未开启远程授权，请在 Zeus 桌面端处理此请求。","Remote approvals are disabled. Handle this request in the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","535","","批准一次","","允许一次","Allow once","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","537","","拒绝","","拒绝","Decline","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","538","","\n\n此类请求在 Telegram 仅提供失败关闭的拒绝操作；批准请回桌面端。","","\n\nTelegram 暂不支持允许这种请求。若要允许，请在 Zeus 桌面端处理。","\n\nTelegram does not support approving this type of request. To approve it, use the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","539","","Zeus 等待 ${request.requestKind} 审批：\n${detail}${limitation}","","Zeus 等待你允许或拒绝以下操作：\n${detail}${limitation}","Zeus is waiting for you to approve or decline this action:\n${detail}${limitation}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","561","","请直接回复自定义文本。","","请直接回复你的答案。","Reply with your answer.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","568","","其他（自定义输入）","","填写其他答案","Enter another answer","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","569","","完成本题","","提交此题答案","Submit this answer","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","569","","请至少选择一项","","请至少选择一项","Select at least one option","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","584","","Zeus 有一项待处理请求。${reason}","","Zeus 需要你处理一个请求。${reason}","Zeus needs your attention on a request. ${reason}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","594","","实施计划","","实施计划","Implement the plan","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","595","","提出修改","","提出修改","Request changes","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","596","","暂不实施","","暂不实施","Do not implement yet","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","598","","Agent 已提交实施计划，请选择后续操作。","","AI 已完成计划，请选择实施或提出修改。","The AI has prepared a plan. Choose to implement it or request changes.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","613","","已提交回答。","","回答已发送。","Answer sent.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","721","","请只在该 Bot 的一对一私聊中完成配对。","","请在与此机器人的一对一私聊中完成配对。","Complete pairing in a one-to-one private chat with this bot.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","725","","该 Bot 已绑定其他私聊用户；请回到 Zeus 桌面端重新配对。","","此机器人已与其他用户配对。请在 Zeus 桌面端重新配对。","This bot is paired with another user. Pair it again in the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","747","","已安全绑定，可以开始使用。","","配对完成，可以发送消息了。","Pairing complete. You can send a message now.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","798","","已切换到新会话。请发送第一条消息。","","已切换到新对话，请发送消息。","Switched to a new conversation. Send a message to begin.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","816","","已请求中断当前轮次。","","正在停止当前处理。","Stopping the current work.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","816","","当前会话没有可中断的运行轮次。","","当前对话没有正在处理的请求。","This conversation has no active requests to stop.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","822","","已请求恢复当前会话。","","正在检查并恢复对话。","Checking and restoring the conversation.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","822","","当前会话没有需要恢复的队列。","","当前对话没有需要恢复的消息。","This conversation has no messages that need recovery.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","900","","任务已创建。","","任务已创建。","Task created.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","915","","${pending.field === 'title' ? '标题' : '描述'}已更新。","","${pending.field === 'title' ? '标题' : '描述'}已更新。","${pending.field === 'title' ? 'Title' : 'Description'} updated.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","925","","已提交计划修改意见。","","修改意见已发送。","Requested changes sent.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","951","","已创建新会话并提交消息。结果会继续回传到此私聊。","","AI 将在新对话中处理你的消息，结果会发送到这里。","The AI will process your message in a new conversation and send the result here.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","963","","已追加到当前轮次。","","已将补充内容发送给正在处理的 AI。","Additional instructions sent to the AI working on the current request.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","963","","消息已进入 Zeus 耐久队列。","","消息正在等待处理。","The message is waiting to be processed.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","974","","当前项目还没有会话。发送普通消息即可创建。","","此项目还没有对话，发送消息即可开始。","This project has no conversations yet. Send a message to start one.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","979","","${conversation.id === currentConversationId ? '当前 · ' : ''}${compactConversationTitle(conversation.title)}${conversation.taskId ? ' · 任务' : ' · 项目'}","","${conversation.id === currentConversationId ? '当前 · ' : ''}${compactConversationTitle(conversation.title)}${conversation.taskId ? ' · 任务' : ' · 项目'}","${conversation.id === currentConversationId ? 'Current · ' : ''}${compactConversationTitle(conversation.title)}${conversation.taskId ? ' · Task' : ' · Project'}","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","983","","选择要继续的项目会话：","","选择要继续的对话：","Select a conversation to continue:","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","994","","Zeus 已连接","","Zeus 已连接","Zeus connected","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","995","","项目：${projectName}","","项目：${projectName}","Project: ${projectName}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","996","","当前会话：${conversation?.title ?? '尚未开始'}","","当前对话：${conversation?.title ?? '尚未开始'}","Current conversation: ${conversation?.title ?? 'Not started'}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","997","","任务上下文：${currentTask.taskCode} · ${currentTask.title}","","当前任务：${currentTask.taskCode} · ${currentTask.title}","Current task: ${currentTask.taskCode} · ${currentTask.title}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","999","","直接发送消息即可继续当前会话。","","发送消息即可继续当前对话。","Send a message to continue this conversation.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","999","","直接发送消息即可新建会话。","","发送消息即可开始新对话。","Send a message to start a new conversation.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1000","","也可以使用下方按钮进入任务或会话。","","也可以通过下方按钮查看任务或对话。","You can also use the buttons below to open tasks or conversations.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1001","","按钮 10 分钟内有效。","","按钮在 10 分钟内有效。","Buttons are valid for 10 minutes.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1005","","任务列表","","任务列表","Task list","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1006","","新建任务","","新建任务","New task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1009","","会话列表","","对话列表","Conversations","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1010","","新建会话","","新建对话","New conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1025","","已打开任务列表","","已打开任务列表","Task list opened","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1030","","已打开会话列表","","已打开对话列表","Conversation list opened","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1036","","已切换到新会话","","已切换到新对话","Switched to a new conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1037","","已切换到新会话。请发送第一条消息。","","已切换到新对话，请发送消息。","Switched to a new conversation. Send a message to begin.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1055","","已切换会话","","已切换对话","Conversation switched","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1056","","已切换到「${conversation.title}」。","","已切换到“${conversation.title}”。","Switched to “${conversation.title}”.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1077","","已批准","","已允许","Approved","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1077","","已拒绝","","已拒绝","Declined","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1078","","已提交一次性批准。","","已允许这次操作。","This action is approved once.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1078","","已提交拒绝。","","已拒绝这次操作。","This action was declined.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1095","","请发送自定义答案","","请发送你的答案","Send your answer","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1096","","请直接回复「${question.header}」的自定义答案。","","请直接回复“${question.header}”的答案。","Reply with your answer to “${question.header}”.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1108","","已选择","","已选择","Selected","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1108","","已取消","","已取消","Cancelled","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1117","","已记录","","已记录","Recorded","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1131","","请发送修改意见","","请发送修改意见","Send your requested changes","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1132","","请直接回复要修改的内容。","","请直接回复要修改的内容。","Reply with the changes you would like.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1139","","已选择实施","","已选择实施","Implementation selected","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1139","","已选择暂不实施","","已选择暂不实施","Implementation deferred","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1140","","已请求实施计划。","","正在按计划开始工作。","Starting work according to the plan.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1140","","已暂不实施该计划。","","暂不实施此计划。","This plan will not be implemented yet.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1153","","请发送任务标题","","请发送任务标题","Send the task title","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1168","","任务列表已刷新","","任务列表已更新","Task list updated","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1179","","任务内容或状态已变化，本次操作未执行，已刷新为最新信息。","","任务已被更新，本次操作未执行。请查看最新信息后重新选择。","The task changed, so this action was not performed. Review the latest information and choose again.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1180","","任务已变化，未执行操作","","任务已更新，请重新选择","Task updated; choose again","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1186","","已打开任务","","已打开任务","Task opened","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1192","","请选择项目状态","","请选择任务状态","Select a task status","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1201","","请发送新标题","","请发送新标题","Send the new title","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1201","","请发送新描述","","请发送新描述","Send the new description","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1208","","正在更新项目状态…","","正在更新任务状态…","Updating task status…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1210","","项目状态已更新为${taskManagementStatusLabel(status)}。","","任务状态已更新为${taskManagementStatusLabel(status)}。","Task status updated to ${taskManagementStatusLabel(status)}.","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","1216","","请确认取消任务","","请确认取消任务","Confirm task cancellation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1222","","请选择任务会话","","请选择任务对话","Select a task conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1227","","正在推送到新会话…","","正在创建对话并发送任务…","Creating a conversation and sending the task…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1230","","已推送到新会话，并已切换当前聊天绑定。","","已发送到新对话，后续消息将在这个对话中继续。","Sent to a new conversation. Future messages will continue there.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1235","","正在推送到当前会话…","","正在将任务发送到当前对话…","Sending the task to the current conversation…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1237","","已推送到当前会话。","","已将任务发送到当前对话。","Task sent to the current conversation.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1242","","正在推送到所选任务会话…","","正在将任务发送到所选对话…","Sending the task to the selected conversation…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1244","","已推送到所选任务会话，并已切换当前聊天绑定。","","已发送到所选对话，后续消息将在这个对话中继续。","Sent to the selected conversation. Future messages will continue there.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1251","","运行状态已更新为${formatTaskRuntimeStatus(updated.status)}。","","运行状态已更新为${formatTaskRuntimeStatus(updated.status)}。","Run status updated to ${formatTaskRuntimeStatus(updated.status)}.","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","1286","","‹ 上一页","","‹ 上一页","‹ Previous","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1288","","下一页 ›","","下一页 ›","Next ›","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1290","","新建任务","","新建任务","New task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1293","","任务列表 · ${taskListFilterLabel(filter, statuses)}","","任务列表 · ${taskListFilterLabel(filter, statuses)}","Tasks · ${taskListFilterLabel(filter, statuses)}","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","1294","","共 ${tasks.length} 项 · 第 ${page}/${totalPages} 页","","共 ${tasks.length} 项 · 第 ${page}/${totalPages} 页","${tasks.length} tasks · Page ${page}/${totalPages}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1296","","当前筛选没有任务，可切换状态或新建任务。","","当前筛选没有任务，可切换状态或新建任务。","No tasks match this filter. Change the status filter or create a task.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1296","","点击任务查看详情；最近更新的任务排在前面。","","点击任务查看详情，最近更新的任务排在前面。","Select a task to view details. Recently updated tasks appear first.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1307","","处理此任务","","处理此任务","Work on this task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1310","","启动任务","","启动任务","Start task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1312","","暂停任务","","暂停任务","Pause task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1314","","继续任务","","继续任务","Continue task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1317","","取消任务","","取消任务","Cancel task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1321","","编辑标题","","编辑标题","Edit title","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1322","","编辑描述","","编辑描述","Edit description","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1324","","修改项目状态","","修改任务状态","Change task status","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1325","","‹ 返回任务列表","","‹ 返回任务列表","‹ Back to tasks","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1329","","该任务已有 Codex 会话。点击“处理此任务”可选择新建上下文或继续精确的历史任务会话；启动/继续 Runtime 仍需回桌面端完成会话选择。","","此任务已有 Codex 对话。点击“处理此任务”可新建或继续任务对话。若要启动其他运行工具，请在 Zeus 桌面端操作。","This task has a Codex conversation. Select Work on this task to start or continue a task conversation. To start other tools, use the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1331","","使用下方按钮操作；按钮 10 分钟内有效。","","使用下方按钮操作，按钮在 10 分钟内有效。","Use the buttons below. They are valid for 10 minutes.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1339","","新建任务","","新建任务","New task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1339","","请直接发送任务标题，也可以随消息附带文件。","","请发送任务标题，也可以附带文件。","Send the task title. You can attach files to your message.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1339","","发送其他命令会取消本次新建；按钮和输入 10 分钟内有效。","","发送其他命令会取消新建任务；请在 10 分钟内填写。","Sending another command cancels task creation. Enter the title within 10 minutes.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1340","","取消新建","","取消新建","Cancel creation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1354","","新建任务会话","","新建任务对话","New task conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1357","","${current?.id === conversation.id ? '当前 · ' : '继续 · '}${compactConversationTitle(conversation.title)}","","${current?.id === conversation.id ? '当前 · ' : '继续 · '}${compactConversationTitle(conversation.title)}","${current?.id === conversation.id ? 'Current · ' : 'Continue · '}${compactConversationTitle(conversation.title)}","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","1361","","‹ 返回任务详情","","‹ 返回任务详情","‹ Back to task details","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1365","","${task.taskCode} · 处理此任务","","${task.taskCode} · 处理此任务","${task.taskCode} · Work on this task","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1367","","请选择把任务发送到哪里：","","请选择把任务发送到哪里：","Choose where to send the task:","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1368","","- 新建任务会话：使用当前 Agent Preset 建立独立上下文。","","- 新建任务对话：使用当前智能体配置开始新的对话。","- New task conversation: start a separate conversation with the current agent settings.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1369","","- 继续历史任务会话：只展示属于该任务的可用会话。","","- 继续历史任务对话：从此任务已有的对话中选择。","- Continue a task conversation: choose an existing conversation for this task.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1370","","当前没有可继续的历史任务会话。","","此任务没有可继续的历史对话。","This task has no past conversations available to continue.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1394","","‹ 返回任务详情","","‹ 返回任务详情","‹ Back to task details","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1396","","${task.taskCode} · 修改项目状态","","${task.taskCode} · 修改任务状态","${task.taskCode} · Change task status","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1396","","当前：${this.taskStatusLabel(connection.projectId, task.managementStatus)}","","当前：${this.taskStatusLabel(connection.projectId, task.managementStatus)}","Current: ${this.taskStatusLabel(connection.projectId, task.managementStatus)}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1396","","完成或取消类终态可能清理会话与工作区，请在 Zeus 桌面端处理。","","完成或取消任务可能停止对话并删除工作目录中的修改，请在 Zeus 桌面端确认。","Completing or cancelling a task may stop conversations and delete changes in its working folder. Confirm this in the Zeus desktop app.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1403","","请直接发送新的${field === 'title' ? '标题' : '描述'}。","","请直接发送新的${field === 'title' ? '标题' : '描述'}。","Send the new ${field === 'title' ? 'title' : 'description'}.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1403","","发送其他命令会取消本次编辑；按钮和输入 10 分钟内有效。","","发送其他命令会取消编辑；请在 10 分钟内填写。","Sending another command cancels this edit. Enter your changes within 10 minutes.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1404","","取消编辑","","取消编辑","Cancel edit","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1412","","确认取消该任务？运行中的会话会被停止，此操作不会自动恢复。","","取消此任务？正在运行的对话会停止，需要你手动恢复才能继续。","Cancel this task? Running conversations will stop and must be resumed manually to continue.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1414","","确认取消任务","","确认取消任务","Confirm cancellation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1415","","返回任务详情","","返回任务详情","Back to task details","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1465","","任务已创建。","","任务已创建。","Task created.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1487","","已更新 ${updated.taskCode}。","","已更新 ${updated.taskCode}。","Updated ${updated.taskCode}.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1494","","${updated.taskCode} 已更新为${this.taskStatusLabel(connection.projectId, updated.managementStatus)}。","","${updated.taskCode} 已更新为${this.taskStatusLabel(connection.projectId, updated.managementStatus)}。","${updated.taskCode} updated to ${this.taskStatusLabel(connection.projectId, updated.managementStatus)}.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1500","","已把 ${task.taskCode} 推送到当前会话。","","已把 ${task.taskCode} 发送到当前对话。","Sent ${task.taskCode} to the current conversation.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1506","","已把 ${task.taskCode} 推送到新会话，并切换当前聊天绑定。","","已把 ${task.taskCode} 发送到新对话，后续消息将在此继续。","Sent ${task.taskCode} to a new conversation. Future messages will continue there.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1511","","${updated.taskCode} 运行状态：${formatTaskRuntimeStatus(updated.status)}","","${updated.taskCode} 运行状态：${formatTaskRuntimeStatus(updated.status)}","${updated.taskCode} run status: ${formatTaskRuntimeStatus(updated.status)}","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","1651","","跟随 Zeus 默认","","使用 Zeus 默认配置","Use Zeus defaults","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1678","","跟随 Zeus 默认","","使用 Zeus 默认配置","Use Zeus defaults","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1679","","数字员工不可用","","数字员工不可用","Digital employee unavailable","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1706","","Token 已验证、轮询运行中，且最近 90 秒内轮询成功。","","机器人连接正常，最近 90 秒内收到过服务响应。","The bot is connected and the service responded within the last 90 seconds.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1706","","Token 尚未成功验证。","","机器人密钥尚未验证。","The bot token has not been verified.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1706","","轮询未运行。","","尚未开始接收 Telegram 消息。","Zeus is not receiving Telegram messages yet.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1706","","最近 90 秒内没有成功轮询。","","最近 90 秒未收到 Telegram 的响应。","Telegram has not responded in the last 90 seconds.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1891","","Zeus IM 帮助","","Zeus 聊天机器人帮助","Zeus chat bot help","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1893","","对话","","对话","Conversations","最终文字仍在源码"
