"文件","入口","数量","保留理由","候选逐项原文"
"packages/storage/src/conversationStore.ts","appendMessage.aliased","1","模板或 SQL，非界面提示","[{""line"":922,""text"":""SELECT ${selectAliasedConversationMessageFields}\n           FROM conversation_message_provider_aliases alias\n           JOIN conversation_messages message ON message.id = alias.message_id\n          WHERE alias.conversation_id = ? AND alias.provider_item_id = ?""}]"
"packages/storage/src/conversationStore.ts","appendMessage.legacyExact","1","模板或 SQL，非界面提示","[{""line"":930,""text"":""SELECT ${selectConversationMessageFields} FROM conversation_messages WHERE conversation_id = ? AND provider_item_id = ?""}]"
"packages/storage/src/conversationStore.ts","appendMessage.existing","1","模板或 SQL，非界面提示","[{""line"":939,""text"":""SELECT ${selectConversationMessageFields} FROM conversation_messages\n         WHERE conversation_id = ? AND role = 'user' AND client_message_id = ?\n         ORDER BY CASE WHEN source = 'zeus_local_submission' THEN 0 ELSE 1 END, created_at ASC, id ASC LIMIT 1""}]"
"packages/storage/src/conversationStore.ts","appendMessage","1","模板或 SQL，非界面提示","[{""line"":950,""text"":""UPDATE conversation_messages SET content = ?, source = ?, metadata_json = ?,\n             provider_thread_id = COALESCE(?, provider_thread_id), provider_turn_id = COALESCE(?, provider_turn_id),\n             provider_item_id = COALESCE(provider_item_id, ?)\n           WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","appendMessage","1","模板或 SQL，非界面提示","[{""line"":957,""text"":""SELECT ${selectConversationMessageFields} FROM conversation_messages WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","appendMessage","1","模板或 SQL，非界面提示","[{""line"":963,""text"":""INSERT INTO conversation_messages (id, conversation_id, role, content, source, metadata_json, created_at, provider_thread_id, provider_turn_id, provider_item_id, client_message_id)\n         VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)\n         ON CONFLICT(conversation_id, provider_item_id) WHERE provider_item_id IS NOT NULL DO UPDATE SET\n           role = excluded.role, content = excluded.content, source = excluded.source, metadata_json = excluded.metadata_json,\n           provider_thread_id = excluded.provider_thread_id, provider_turn_id = excluded.provider_turn_id,\n           client_message_id = excluded.client_message_id""}]"
"packages/storage/src/conversationStore.ts","appendMessage","1","模板或 SQL，非界面提示","[{""line"":973,""text"":""INSERT INTO conversation_messages (id, conversation_id, role, content, source, metadata_json, created_at, provider_thread_id, provider_turn_id, provider_item_id, client_message_id)\n         VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/conversationStore.ts","appendMessage","1","模板或 SQL，非界面提示","[{""line"":982,""text"":""SELECT ${selectConversationMessageFields} FROM conversation_messages WHERE conversation_id = ? AND provider_item_id = ?""}]"
"packages/storage/src/conversationStore.ts","updateConfirmedUserMessageAlias","1","模板或 SQL，非界面提示","[{""line"":989,""text"":""UPDATE conversation_messages\n          SET content = ?, source = ?, metadata_json = ?,\n              provider_thread_id = COALESCE(provider_thread_id, ?),\n              provider_turn_id = COALESCE(provider_turn_id, ?),\n              client_message_id = COALESCE(client_message_id, ?)\n        WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","updateConfirmedUserMessageAlias","1","模板或 SQL，非界面提示","[{""line"":998,""text"":""SELECT ${selectConversationMessageFields} FROM conversation_messages WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","insertProviderMessageAlias","1","模板或 SQL，非界面提示","[{""line"":1004,""text"":""INSERT INTO conversation_message_provider_aliases\n         (conversation_id, message_id, provider_thread_id, provider_turn_id, provider_item_id, created_at, updated_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?)\n       ON CONFLICT(conversation_id, provider_item_id) DO UPDATE SET\n         provider_thread_id = COALESCE(excluded.provider_thread_id, conversation_message_provider_aliases.provider_thread_id),\n         provider_turn_id = COALESCE(excluded.provider_turn_id, conversation_message_provider_aliases.provider_turn_id),\n         updated_at = CASE WHEN conversation_message_provider_aliases.updated_at < excluded.updated_at THEN excluded.updated_at ELSE conversation_message_provider_aliases.updated_at END""}]"
"packages/storage/src/conversationStore.ts","advanceConversationUpdatedAt","1","模板或 SQL，非界面提示","[{""line"":1016,""text"":""UPDATE conversations SET updated_at = CASE WHEN updated_at < ? THEN ? ELSE updated_at END WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","bindProvider","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1020,""text"":""conversation provider state""}]"
"packages/storage/src/conversationStore.ts","bindProvider","1","模板或 SQL，非界面提示","[{""line"":1023,""text"":""UPDATE conversations SET transport_kind = 'codex_native', provider_id = ?, provider_thread_id = ?, provider_thread_path = COALESCE(?, provider_thread_path),\n       provider_model = COALESCE(?, provider_model), provider_state = ?, provider_protocol_version = COALESCE(?, provider_protocol_version), provider_binary_version = COALESCE(?, provider_binary_version),\n       agent_kind = 'codex', agent_transport = 'app_server', model_id = COALESCE(?, model_id), native_session_id = ?, native_session_path = COALESCE(?, native_session_path), updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","bindProvider","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1043,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","bindPiProvider","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1049,""text"":""conversation provider state""}]"
"packages/storage/src/conversationStore.ts","bindPiProvider","1","模板或 SQL，非界面提示","[{""line"":1052,""text"":""UPDATE conversations SET transport_kind = 'codex_native', provider_id = ?, provider_thread_id = ?, provider_thread_path = COALESCE(?, provider_thread_path),\n       provider_model = ?, provider_state = ?, provider_protocol_version = COALESCE(?, provider_protocol_version), provider_binary_version = COALESCE(?, provider_binary_version),\n       agent_kind = 'pi', agent_transport = 'rpc', model_source_id = ?, model_id = ?, native_session_id = ?, native_session_path = COALESCE(?, native_session_path), updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","bindPiProvider","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1073,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","updateProviderThreadPathRecord","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1091,""text"":""Provider thread path is required.""}]"
"packages/storage/src/conversationStore.ts","updateProviderThreadPathRecord","1","模板或 SQL，非界面提示","[{""line"":1093,""text"":""UPDATE conversations SET provider_thread_path = ?, native_session_path = ?\n      WHERE id = ? AND provider_thread_id = ?""}]"
"packages/storage/src/conversationStore.ts","updateProviderThreadPathRecord","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1098,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","updateProviderThreadPathRecord","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1100,""text"":""Zeus conversation provider thread does not match: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","repairProviderTokenUsagePricing","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1125,""text"":""Conversation token usage identity changed during pricing repair: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","repairProviderTokenUsagePricing","1","模板或 SQL，非界面提示","[{""line"":1127,""text"":""UPDATE conversations SET provider_token_usage_json = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","upsertConversationSnapshot","1","模板或 SQL，非界面提示","[{""line"":1169,""text"":""UPDATE conversations SET ${column} = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","upsertConversationSnapshot","1","模板或 SQL，非界面提示","[{""line"":1170,""text"":""SELECT id FROM conversations WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","upsertConversationSnapshot","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1170,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","getConversationSnapshot.row","1","模板或 SQL，非界面提示","[{""line"":1175,""text"":""SELECT ${column} AS value_json FROM conversations WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","updateRuntimeState","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1188,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","updateRuntimeState","1","模板或 SQL，非界面提示","[{""line"":1205,""text"":""UPDATE conversations SET ${assignments.join(', ')} WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","updateRuntimeState","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1209,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","updateAgentRuntime","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1217,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","updateAgentRuntime","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1223,""text"":""conversation provider state""}]"
"packages/storage/src/conversationStore.ts","updateAgentRuntime","1","模板或 SQL，非界面提示","[{""line"":1241,""text"":""UPDATE conversations SET ${assignments.join(', ')} WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","listMessages","1","模板或 SQL，非界面提示","[{""line"":1249,""text"":""SELECT ${selectConversationMessageFields}\n       FROM conversation_messages WHERE conversation_id = ${toSqlStringLiteral(conversationId)} ORDER BY created_at ASC, id ASC""}]"
"packages/storage/src/conversationStore.ts","getRecordById.row","1","模板或 SQL，非界面提示","[{""line"":1256,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","getByProviderThreadId.row","1","模板或 SQL，非界面提示","[{""line"":1267,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE provider_thread_id = ? AND archived = 0""}]"
"packages/storage/src/conversationStore.ts","listProviderThreadPathCandidates","1","模板或 SQL，非界面提示","[{""line"":1277,""text"":""SELECT ${selectConversationFields}\n                 FROM conversations\n                 WHERE transport_kind = 'codex_native'\n                   AND provider_thread_id IS NOT NULL\n                   AND provider_thread_path IS NOT NULL\n                 ORDER BY created_at, id""}]"
"packages/storage/src/conversationStore.ts","listNativeBoundRecords.agentClause","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1289,""text"":""AND agent_kind = ?""}]"
"packages/storage/src/conversationStore.ts","listNativeBoundRecords","1","模板或 SQL，非界面提示","[{""line"":1292,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE transport_kind = 'codex_native' AND provider_thread_id IS NOT NULL AND provider_state NOT IN ('closed', 'failed') AND archived = 0${agentClause} ORDER BY created_at, id""}]"
"packages/storage/src/conversationStore.ts","listNativeIdentityCandidates","1","模板或 SQL，非界面提示","[{""line"":1304,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE transport_kind = 'codex_native' AND provider_thread_id IS NOT NULL ORDER BY created_at, id""}]"
"packages/storage/src/conversationStore.ts","repairPiAgentIdentity","1","模板或 SQL，非界面提示","[{""line"":1313,""text"":""UPDATE conversations\n       SET provider_id = ?, provider_protocol_version = 'sdk',\n           provider_binary_version = CASE WHEN provider_binary_version LIKE 'pi-sdk-%' THEN provider_binary_version ELSE NULL END,\n           agent_kind = 'pi', agent_transport = 'sdk'\n       WHERE id = ? AND transport_kind = 'codex_native' AND COALESCE(agent_kind, '') <> 'pi'\n         AND provider_thread_id = native_session_id AND provider_thread_id = ?\n         AND provider_thread_path = native_session_path AND native_session_path = ?\n         AND model_source_id = ?\n         AND EXISTS (\n           SELECT 1 FROM conversation_messages\n           WHERE conversation_messages.conversation_id = conversations.id\n             AND conversation_messages.source = 'pi_sdk'\n             AND conversation_messages.provider_thread_id = conversations.native_session_id\n         )""}]"
"packages/storage/src/conversationStore.ts","repairPiAgentIdentity","1","模板或 SQL，非界面提示","[{""line"":1329,""text"":""SELECT changes() AS count""}]"
"packages/storage/src/conversationStore.ts","listUnarchivedRecords","1","模板或 SQL，非界面提示","[{""line"":1334,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE archived = 0 AND listing_scope = 'ordinary' ORDER BY updated_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","listRecordsByProject","1","模板或 SQL，非界面提示","[{""line"":1340,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE project_id = ? AND archived = ? AND listing_scope = 'ordinary' ORDER BY stage_updated_at DESC, created_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","listRecordsByTask","1","模板或 SQL，非界面提示","[{""line"":1350,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE task_id = ? AND archived = ? AND listing_scope <> 'expert_internal' ORDER BY stage_updated_at DESC, created_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","listRecordsBySessionId","1","模板或 SQL，非界面提示","[{""line"":1359,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE session_id = ? AND listing_scope <> 'expert_internal' ORDER BY updated_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","listByWorkspace","1","模板或 SQL，非界面提示","[{""line"":1363,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE workspace_id = ? AND archived = 0 AND listing_scope <> 'expert_internal' ORDER BY updated_at DESC, id""}]"
"packages/storage/src/conversationStore.ts","listByEnvironment","1","模板或 SQL，非界面提示","[{""line"":1371,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE environment_id = ? AND archived = 0 AND listing_scope <> 'expert_internal' ORDER BY updated_at DESC, id""}]"
"packages/storage/src/conversationStore.ts","listByTask","1","模板或 SQL，非界面提示","[{""line"":1379,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE task_id = ? AND archived = 0 AND listing_scope <> 'expert_internal' ORDER BY updated_at DESC, id""}]"
"packages/storage/src/conversationStore.ts","listAllByTask","1","模板或 SQL，非界面提示","[{""line"":1387,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE task_id = ? AND listing_scope <> 'expert_internal' ORDER BY created_at ASC, id""}]"
"packages/storage/src/conversationStore.ts","listBySessionId","1","模板或 SQL，非界面提示","[{""line"":1396,""text"":""SELECT ${selectConversationFields}\n       FROM conversations WHERE session_id = ${toSqlStringLiteral(sessionId)} ORDER BY updated_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","listByProject.allRows","1","模板或 SQL，非界面提示","[{""line"":1411,""text"":""SELECT ${selectConversationFields}\n       FROM conversations WHERE project_id = ${toSqlStringLiteral(projectId)} AND archived = ${archived ? 1 : 0} AND listing_scope = 'ordinary' ORDER BY updated_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","archive","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1440,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","archive","1","模板或 SQL，非界面提示","[{""line"":1444,""text"":""UPDATE conversations SET archived = ?, updated_at = ? WHERE id = ${toSqlStringLiteral(conversationId)}""}]"
"packages/storage/src/conversationStore.ts","archive","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1448,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","restore","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1456,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","restore","1","模板或 SQL，非界面提示","[{""line"":1459,""text"":""UPDATE conversations SET archived = ?, updated_at = ? WHERE id = ${toSqlStringLiteral(conversationId)}""}]"
"packages/storage/src/conversationStore.ts","restore","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1463,""text"":""Zeus conversation not found: ${conversationId}""}]"
"packages/storage/src/conversationStore.ts","createRun.existing","1","模板或 SQL，非界面提示","[{""line"":1486,""text"":""SELECT * FROM codex_legacy_imports WHERE source_conversation_id = ? AND snapshot_sha256 = ?""}]"
"packages/storage/src/conversationStore.ts","createRun","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1488,""text"":""Codex legacy snapshot SHA-256 is invalid.""}]"
"packages/storage/src/conversationStore.ts","createRun.source","1","模板或 SQL，非界面提示","[{""line"":1489,""text"":""SELECT id FROM conversations WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","createRun","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1490,""text"":""Codex legacy source conversation not found: ${input.sourceConversationId}""}]"
"packages/storage/src/conversationStore.ts","createRun","1","模板或 SQL，非界面提示","[{""line"":1494,""text"":""INSERT INTO codex_legacy_imports\n       (id, provider_import_id, source_conversation_id, target_conversation_id, snapshot_path, snapshot_sha256, status,\n        target_thread_id, failure_stage, failure_message, provider_binary_version, created_at, updated_at, started_at, completed_at)\n       VALUES (?, NULL, ?, NULL, ?, ?, 'prepared', NULL, NULL, NULL, ?, ?, ?, NULL, NULL)""}]"
"packages/storage/src/conversationStore.ts","getById.row","1","模板或 SQL，非界面提示","[{""line"":1504,""text"":""SELECT * FROM codex_legacy_imports WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","getByImportId","1","模板或 SQL，非界面提示","[{""line"":1509,""text"":""SELECT * FROM codex_legacy_imports WHERE provider_import_id = ? ORDER BY created_at, id""}]"
"packages/storage/src/conversationStore.ts","listBySourceConversation","1","模板或 SQL，非界面提示","[{""line"":1513,""text"":""SELECT * FROM codex_legacy_imports WHERE source_conversation_id = ? ORDER BY created_at DESC, id DESC""}]"
"packages/storage/src/conversationStore.ts","listRecoverable","1","模板或 SQL，非界面提示","[{""line"":1517,""text"":""SELECT * FROM codex_legacy_imports WHERE status IN ('prepared', 'waiting') ORDER BY created_at, id""}]"
"packages/storage/src/conversationStore.ts","listRecent","1","模板或 SQL，非界面提示","[{""line"":1522,""text"":""SELECT * FROM codex_legacy_imports ORDER BY updated_at DESC, id DESC LIMIT ?""}]"
"packages/storage/src/conversationStore.ts","markStarted","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1527,""text"":""Invalid Codex legacy import transition: ${record.status} -> waiting.""}]"
"packages/storage/src/conversationStore.ts","markStarted","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1528,""text"":""Codex legacy provider import id is required.""}]"
"packages/storage/src/conversationStore.ts","markStarted","1","模板或 SQL，非界面提示","[{""line"":1531,""text"":""UPDATE codex_legacy_imports SET provider_import_id = ?, status = 'waiting', failure_stage = NULL, failure_message = NULL,\n       started_at = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","markCompleted","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1540,""text"":""Codex legacy import completion requires target identities.""}]"
"packages/storage/src/conversationStore.ts","markCompleted","1","模板或 SQL，非界面提示","[{""line"":1543,""text"":""UPDATE codex_legacy_imports SET status = 'completed', target_thread_id = ?, target_conversation_id = ?,\n       failure_stage = NULL, failure_message = NULL, completed_at = ?, updated_at = ? WHERE id = ? AND status = ?""}]"
"packages/storage/src/conversationStore.ts","markFailed","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1552,""text"":""Invalid Codex legacy import transition: completed -> failed.""}]"
"packages/storage/src/conversationStore.ts","markFailed","1","模板或 SQL，非界面提示","[{""line"":1554,""text"":""UPDATE codex_legacy_imports SET status = 'failed', failure_stage = ?, failure_message = ?, completed_at = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","retryFailed","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1560,""text"":""Invalid Codex legacy import transition: ${record.status} -> prepared.""}]"
"packages/storage/src/conversationStore.ts","retryFailed","1","模板或 SQL，非界面提示","[{""line"":1563,""text"":""UPDATE codex_legacy_imports SET provider_import_id = NULL, status = 'prepared', target_thread_id = NULL,\n       target_conversation_id = NULL, failure_stage = NULL, failure_message = NULL, started_at = NULL,\n       completed_at = NULL, updated_at = ? WHERE id = ? AND status = 'failed'""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1572,""text"":""Codex legacy import target thread id is required.""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource.source","1","模板或 SQL，非界面提示","[{""line"":1576,""text"":""SELECT ${selectConversationFields} FROM conversations WHERE id = ? AND transport_kind = 'legacy_cli' AND archived = 0""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1577,""text"":""Eligible Codex legacy source conversation not found: ${run.sourceConversationId}""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","模板或 SQL，非界面提示","[{""line"":1580,""text"":""INSERT INTO conversations\n         (id, project_id, task_id, session_id, title, summary, status, created_at, updated_at, archived,\n          transport_kind, provider_id, provider_thread_id, provider_thread_path, provider_model, provider_state,\n          provider_protocol_version, provider_binary_version, legacy_source_conversation_id, provider_settings_json, provider_token_usage_json,\n          agent_kind, agent_transport, native_session_id)\n         VALUES (?, ?, ?, NULL, ?, ?, 'open', ?, ?, 0, 'codex_native', 'codex', ?, NULL, NULL, 'ready', ?, ?, ?, '{}', '{}', 'codex', 'app_server', ?)""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource.sourceMessages","1","模板或 SQL，非界面提示","[{""line"":1588,""text"":""SELECT ${selectConversationMessageFields} FROM conversation_messages WHERE conversation_id = ? ORDER BY created_at, id""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","模板或 SQL，非界面提示","[{""line"":1591,""text"":""INSERT INTO conversation_messages\n           (id, conversation_id, role, content, source, metadata_json, created_at, provider_thread_id, provider_turn_id, provider_item_id, client_message_id)\n           VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","模板或 SQL，非界面提示","[{""line"":1609,""text"":""UPDATE conversations SET archived = 1, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","模板或 SQL，非界面提示","[{""line"":1611,""text"":""UPDATE codex_legacy_imports SET status = 'completed', target_thread_id = ?, target_conversation_id = ?, provider_binary_version = ?,\n         failure_stage = NULL, failure_message = NULL, completed_at = ?, updated_at = ? WHERE id = ? AND status = 'waiting'""}]"
"packages/storage/src/conversationStore.ts","bindThreadAndArchiveSource","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1617,""text"":""Imported Codex conversation not found: ${targetConversationId}""}]"
"packages/storage/src/conversationStore.ts","requireById","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1623,""text"":""Codex legacy import record not found: ${id}""}]"
"packages/storage/src/conversationStore.ts","requireTransition","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1629,""text"":""Invalid Codex legacy import transition: ${record.status} -> ${to}.""}]"
"packages/storage/src/conversationStore.ts","get.row","1","模板或 SQL，非界面提示","[{""line"":1649,""text"":""SELECT * FROM conversation_goals WHERE conversation_id = ?""}]"
"packages/storage/src/conversationStore.ts","get.status","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1655,""text"":""conversation goal status""}]"
"packages/storage/src/conversationStore.ts","listActive.ids","1","模板或 SQL，非界面提示","[{""line"":1667,""text"":""SELECT conversation_id FROM conversation_goals WHERE status = 'active' ORDER BY updated_at, conversation_id""}]"
"packages/storage/src/conversationStore.ts","upsert.status","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1675,""text"":""conversation goal status""}]"
"packages/storage/src/conversationStore.ts","upsert","1","模板或 SQL，非界面提示","[{""line"":1677,""text"":""INSERT INTO conversation_goals (conversation_id, provider_thread_id, objective, status, token_budget, tokens_used, time_used_seconds, provider_created_at, provider_updated_at, updated_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?)\n       ON CONFLICT(conversation_id) DO UPDATE SET provider_thread_id = excluded.provider_thread_id, objective = excluded.objective,\n       status = excluded.status, token_budget = excluded.token_budget, tokens_used = excluded.tokens_used,\n       time_used_seconds = excluded.time_used_seconds, provider_created_at = excluded.provider_created_at,\n       provider_updated_at = excluded.provider_updated_at, updated_at = excluded.updated_at""}]"
"packages/storage/src/conversationStore.ts","clear","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1692,""text"":""DELETE FROM conversation_goals WHERE conversation_id = ?""}]"
"packages/storage/src/conversationStore.ts","listEvents","1","模板或 SQL，非界面提示","[{""line"":1711,""text"":""SELECT * FROM conversation_goal_events WHERE conversation_id = ? ORDER BY occurred_at, id""}]"
"packages/storage/src/conversationStore.ts","listEvents.kind","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1717,""text"":""conversation goal event kind""}]"
"packages/storage/src/conversationStore.ts","listEvents.status","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1719,""text"":""conversation goal event status""}]"
"packages/storage/src/conversationStore.ts","appendEvent","1","模板或 SQL，非界面提示","[{""line"":1736,""text"":""INSERT INTO conversation_goal_events (id, conversation_id, provider_thread_id, provider_turn_id, kind, objective, status, token_budget, tokens_used, time_used_seconds, occurred_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/conversationStore.ts","upsert.status","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1754,""text"":""conversation turn status""}]"
"packages/storage/src/conversationStore.ts","upsert.existing","1","模板或 SQL，非界面提示","[{""line"":1755,""text"":""SELECT * FROM conversation_turns WHERE provider_thread_id = ? AND provider_turn_id = ?""}]"
"packages/storage/src/conversationStore.ts","upsert","1","模板或 SQL，非界面提示","[{""line"":1758,""text"":""UPDATE conversation_turns SET client_submission_id = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","upsert","1","模板或 SQL，非界面提示","[{""line"":1759,""text"":""SELECT * FROM conversation_turns WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","upsert","1","模板或 SQL，非界面提示","[{""line"":1766,""text"":""INSERT INTO conversation_turns (id, conversation_id, provider_thread_id, provider_turn_id, client_submission_id, status, error_json, started_at, completed_at, created_at, updated_at, agent_kind, native_run_id)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)\n       ON CONFLICT(id) DO UPDATE SET provider_thread_id = excluded.provider_thread_id, provider_turn_id = excluded.provider_turn_id,\n       client_submission_id = COALESCE(excluded.client_submission_id, conversation_turns.client_submission_id),\n       status = excluded.status, error_json = excluded.error_json, started_at = COALESCE(excluded.started_at, conversation_turns.started_at),\n       completed_at = excluded.completed_at, updated_at = excluded.updated_at, agent_kind = excluded.agent_kind, native_run_id = COALESCE(excluded.native_run_id, conversation_turns.native_run_id)""}]"
"packages/storage/src/conversationStore.ts","upsert","1","模板或 SQL，非界面提示","[{""line"":1789,""text"":""SELECT * FROM conversation_turns WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","getById.row","1","模板或 SQL，非界面提示","[{""line"":1793,""text"":""SELECT * FROM conversation_turns WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","getByProvider.row","1","模板或 SQL，非界面提示","[{""line"":1798,""text"":""SELECT * FROM conversation_turns WHERE provider_thread_id = ? AND provider_turn_id = ?""}]"
"packages/storage/src/conversationStore.ts","updatePlan","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1811,""text"":""Conversation turn not found: ${id}""}]"
"packages/storage/src/conversationStore.ts","updatePlan","1","模板或 SQL，非界面提示","[{""line"":1813,""text"":""UPDATE conversation_turns SET plan_json = ?, updated_at = ? WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","listByConversation","1","模板或 SQL，非界面提示","[{""line"":1818,""text"":""SELECT * FROM conversation_turns WHERE conversation_id = ? ORDER BY created_at, id""}]"
